routablemask_link,routablemask_link/_text,routablemask_link/_title,routablemask_link_numbers,routablemask_content,imagebadge_value,imagebadge_value_numbers,routable_link,routable_link/_text,routable_link/_title,routable_link_numbers,listingtype_value,pricelarge_value,pricelarge_value_prices,propertyinfo_value,propertyinfo_value_numbers,fineprint_value,fineprint_value_numbers,tozcount_number,tozfresh_value,tablegrouped_values,tablegrouped_values_prices,"_PAGE_NUMBER"
"http://www.zillow.com/b/540-Manhattan-Ave-New-York-NY/40.80913,-73.95337_ll/","5 photos","","5","","5 photos","5","http://www.zillow.com/b/540-Manhattan-Ave-New-York-NY/40.80913,-73.95337_ll/","540 Manhattan Ave","540 Manhattan Ave APT 5J, New York, NY Real Estate","540","Apartments For Rent","","","540 Manhattan Ave, New York, NY","540","2 matching units","2","","","1 Bedrooms $1,650+ 1.0 ba -- sqft","1650","15"
"http://www.zillow.com/b/265-E-78th-St-New-York-NY/40.77298,-73.95577_ll/","1 photo","","1","","1 photo","1","http://www.zillow.com/b/265-E-78th-St-New-York-NY/40.77298,-73.95577_ll/","265 E 78th St","265 E 78th St APT 4B, New York, NY Real Estate","265; 78","Apartments For Rent","","","265 E 78th St, New York, NY","265; 78","4 matching units","4","","","1 Bedrooms $2,250+ 1.0 ba -- sqft; 2 Bedrooms $2,575+ 1.0 ba -- sqft","2250; 2575","15"
"http://www.zillow.com/b/314-E-62nd-St-New-York-NY/40.76201,-73.96244_ll/","1 photo","","1","","1 photo","1","http://www.zillow.com/b/314-E-62nd-St-New-York-NY/40.76201,-73.96244_ll/","314 E 62nd St","314 E 62nd St APT 1A, New York, NY Real Estate","314; 62","Apartments For Rent","","","314 E 62nd St, New York, NY","314; 62","2 matching units","2","","","Studios $1,950 1.0 ba -- sqft; 1 Bedrooms $1,995 1.0 ba -- sqft","1950; 1995","15"
"http://www.zillow.com/b/321-W-30th-St-New-York-NY/40.75031,-73.99622_ll/","7 photos","","7","","7 photos","7","http://www.zillow.com/b/321-W-30th-St-New-York-NY/40.75031,-73.99622_ll/","321 W 30th St","321 W 30th St # 3GS, New York, NY Real Estate","321; 30","Apartments For Rent","","","321 W 30th St, New York, NY","321; 30","2 matching units","2","","","Studios $1,700+ 1.0 ba -- sqft","1700","16"
"http://www.zillow.com/b/26-Saint-Nicholas-Pl-New-York-NY/40.82789,-73.9415_ll/","1 photo","","1","","1 photo","1","http://www.zillow.com/b/26-Saint-Nicholas-Pl-New-York-NY/40.82789,-73.9415_ll/","26 Saint Nicholas Pl","26 Saint Nicholas Pl APT 3D, New York, NY Real Estate","26","Apartments For Rent","","","26 Saint Nicholas Pl, New York, NY","26","3 matching units","3","","","1 Bedrooms $1,600+ 1.0 ba -- sqft; 2 Bedrooms $2,200 1.0 ba -- sqft","1600; 2200","16"
"http://www.zillow.com/homedetails/155-E-99th-St-APT-23-New-York-NY-10029/2104669850_zpid/","1 photo","","1","","1 photo","1","http://www.zillow.com/homedetails/155-E-99th-St-APT-23-New-York-NY-10029/2104669850_zpid/","155 E 99th St APT 23, New York, NY10029","155 E 99th St APT 23, New York, NY Real Estate","155; 99; 23","Apartment For Rent","$1,850/mo","1850","1 bd • 1 ba","1; 1","","","","","","","16"
"http://www.zillow.com/b/400-E-71st-St-New-York-NY/40.76701,-73.95636_ll/","4 photos","","4","","4 photos","4","http://www.zillow.com/b/400-E-71st-St-New-York-NY/40.76701,-73.95636_ll/","400 E 71st St","400 E 71st St APT 9P, New York, NY Real Estate","400; 71","Apartments For Rent","","","400 E 71st St, New York, NY","400; 71","3 matching units","3","","","1 Bedrooms $2,850+ 1.0 ba -- sqft","2850","16"
"http://www.zillow.com/b/50-W-34th-St-New-York-NY/40.74898,-73.98597_ll/","5 photos","","5","","5 photos","5","http://www.zillow.com/b/50-W-34th-St-New-York-NY/40.74898,-73.98597_ll/","50 W 34th St","50 W 34th St APT 19B7, New York, NY Real Estate","50; 34","Apartments For Rent","","","50 W 34th St, New York, NY","50; 34","7 matching units","7","","","Studios $2,550+ 1.0 ba -- sqft; 1 Bedrooms $2,950+ 1.0 ba -- sqft","2550; 2950","16"
"http://www.zillow.com/homedetails/235-9th-Ave-APT-4F-New-York-NY-10001/2100766726_zpid/","10 photos","","10","","10 photos","10","http://www.zillow.com/homedetails/235-9th-Ave-APT-4F-New-York-NY-10001/2100766726_zpid/","235 9th Ave APT 4F, New York, NY10001","235 9th Ave APT 4F, New York, NY Real Estate","235; 9; 4","Apartment For Rent","$2,500/mo","2500","Studio • 1 ba","1","","","","","","","16"
"http://www.zillow.com/homedetails/431-W-37th-St-78865-New-York-NY-10018/2105244203_zpid/","12 photos","","12","","12 photos","12","http://www.zillow.com/homedetails/431-W-37th-St-78865-New-York-NY-10018/2105244203_zpid/","431 W 37th St, New York, NY","Mantena Apartments, Studio H-N Real Estate","431; 37","Apartment For Rent","$2,925+/mo","2925","Studio • 1 ba • 440 sqft","1; 440","","","","","","","16"
"http://www.zillow.com/homedetails/205-227-E-66th-St-402-Manhattan-NY-10065/2100767052_zpid/","4 photos","","4","","4 photos","4","http://www.zillow.com/homedetails/205-227-E-66th-St-402-Manhattan-NY-10065/2100767052_zpid/","205-227 E 66th St # 402, Manhattan, NY10065","205-227 E 66th St # 402, Manhattan, NY Real Estate","205; 227; 66; 402","Apartment For Rent","$2,495/mo","2495","Studio • 1 ba","1","","","","","","","16"
"http://www.zillow.com/homedetails/368-Convent-Ave-3B-New-York-NY-10031/65323244_zpid/","7 photos","","7","","7 photos","7","http://www.zillow.com/homedetails/368-Convent-Ave-3B-New-York-NY-10031/65323244_zpid/","368 Convent Ave #3B, NEW YORK, NY10031","368 Convent Ave #3B, New York, NY Real Estate","368; 3","Apartment For Rent","$3,000/mo","3000","2 bds • 2 ba • 1,090 sqft • 2,475 sqft lot","2; 2; 1090; 2475","","","","","","","16"
"http://www.zillow.com/homedetails/230-E-79th-St-APT-3D-New-York-NY-10075/2106299505_zpid/","6 photos","","6","","6 photos","6","http://www.zillow.com/homedetails/230-E-79th-St-APT-3D-New-York-NY-10075/2106299505_zpid/","230 E 79th St APT 3D, New York, NY10075","230 E 79th St APT 3D, New York, NY Real Estate","230; 79; 3","Apartment For Rent","$2,200/mo","2200","Studio • 1 ba • 425 sqft","1; 425","","","","","","","16"
"http://www.zillow.com/b/1322-2nd-Ave-New-York-NY/40.76715,-73.9592_ll/","4 photos","","4","","4 photos","4","http://www.zillow.com/b/1322-2nd-Ave-New-York-NY/40.76715,-73.9592_ll/","1322 2nd Ave","1322 2nd Ave APT 3A, New York, NY Real Estate","1322; 2","Apartments For Rent","","","1322 2nd Ave, New York, NY","1322; 2","2 matching units","2","","","Studios $1,900+ 1.0 ba -- sqft","1900","16"
"http://www.zillow.com/homedetails/305-E-78th-St-APT-2FW-New-York-NY-10075/2100767057_zpid/","4 photos","","4","","4 photos","4","http://www.zillow.com/homedetails/305-E-78th-St-APT-2FW-New-York-NY-10075/2100767057_zpid/","305 E 78th St APT 2FW, New York, NY10075","305 E 78th St APT 2FW, New York, NY Real Estate","305; 78; 2","Apartment For Rent","$2,695/mo","2695","2 bds • 1 ba","2; 1","","","","","","","16"
"http://www.zillow.com/homedetails/163-W-81st-St-1-New-York-NY-10024/2100767059_zpid/","8 photos","","8","","8 photos","8","http://www.zillow.com/homedetails/163-W-81st-St-1-New-York-NY-10024/2100767059_zpid/","163 W 81st St # 1, New York, NY10024","163 W 81st St # 1, New York, NY Real Estate","163; 81; 1","Apartment For Rent","$2,595/mo","2595","Studio • 1 ba","1","","","","","","","16"
"http://www.zillow.com/b/418-E-77th-St-New-York-NY/40.77042,-73.95284_ll/","4 photos","","4","","4 photos","4","http://www.zillow.com/b/418-E-77th-St-New-York-NY/40.77042,-73.95284_ll/","418 E 77th St","418 E 77th St APT 2E, New York, NY Real Estate","418; 77","Apartments For Rent","","","418 E 77th St, New York, NY","418; 77","2 matching units","2","","","Studios $1,850 1.0 ba -- sqft; 1 Bedrooms $2,200 1.0 ba -- sqft","1850; 2200","16"
"http://www.zillow.com/homedetails/159-E-92nd-St-APT-20-New-York-NY-10128/2111307897_zpid/","11 photos","","11","","11 photos","11","http://www.zillow.com/homedetails/159-E-92nd-St-APT-20-New-York-NY-10128/2111307897_zpid/","159 E 92nd St APT 20, New York, NY10128","159 E 92nd St APT 20, New York, NY Real Estate","159; 92; 20","Apartment For Rent","$2,850/mo","2850","2 bds • 1 ba","2; 1","","","","","","","16"
"http://www.zillow.com/homedetails/166-E-34th-St-2106-New-York-NY-10016/2100767076_zpid/","5 photos","","5","","5 photos","5","http://www.zillow.com/homedetails/166-E-34th-St-2106-New-York-NY-10016/2100767076_zpid/","166 E 34th St # 2106, New York, NY10016","166 E 34th St # 2106, New York, NY Real Estate","166; 34; 2106","Apartment For Rent","$2,995/mo","2995","Studio • 1 ba","1","","","","","","","16"
"http://www.zillow.com/homedetails/124-W-75th-St-APT-4A-New-York-NY-10023/2126950658_zpid/","3 photos","","3","","3 photos","3","http://www.zillow.com/homedetails/124-W-75th-St-APT-4A-New-York-NY-10023/2126950658_zpid/","124 W 75th St APT 4A, New York, NY10023","124 W 75th St APT 4A, New York, NY Real Estate","124; 75; 4","Apartment For Rent","$2,595/mo","2595","1 bd • 1 ba","1; 1","","","","","","","16"
"http://www.zillow.com/b/162-W-80TH-ST-New-York-NY/40.78353,-73.97723_ll/","6 photos","","6","","6 photos","6","http://www.zillow.com/b/162-W-80TH-ST-New-York-NY/40.78353,-73.97723_ll/","162 W 80TH ST","162 W 80th St APT 3E, New York, NY Real Estate","162; 80","Apartments For Rent","","","162 W 80th St, New York, NY","162; 80","2 matching units","2","","","Studios $2,050 1.0 ba -- sqft; 1 Bedrooms $2,675 1.0 ba -- sqft","2050; 2675","16"
"http://www.zillow.com/b/501-W-43rd-St-New-York-NY/40.76041,-73.99512_ll/","3 photos","","3","","3 photos","3","http://www.zillow.com/b/501-W-43rd-St-New-York-NY/40.76041,-73.99512_ll/","501 W 43rd St","501 W 43rd St # 3E, New York, NY Real Estate","501; 43","Apartments For Rent","","","501 W 43rd St, New York, NY","501; 43","2 matching units","2","","","2 Bedrooms $2,795+ -- ba -- sqft","2795","16"
"http://www.zillow.com/homedetails/240-E-13th-St-APT-6-New-York-NY-10003/2127422404_zpid/","11 photos","","11","","11 photos","11","http://www.zillow.com/homedetails/240-E-13th-St-APT-6-New-York-NY-10003/2127422404_zpid/","240 E 13th St APT 6, New York, NY10003","240 E 13th St APT 6, New York, NY Real Estate","240; 13; 6","Apartment For Rent","$2,400/mo","2400","1 bd • 1 ba • 450 sqft","1; 1; 450","","","","","","","16"
"http://www.zillow.com/homedetails/162-W-80th-St-APT-5C-New-York-NY-10024/2110793581_zpid/","8 photos","","8","","8 photos","8","http://www.zillow.com/homedetails/162-W-80th-St-APT-5C-New-York-NY-10024/2110793581_zpid/","162 W 80th St APT 5C, New York, NY10024","162 W 80th St APT 5C, New York, NY Real Estate","162; 80; 5","Apartment For Rent","$2,750/mo","2750","1 bd • 1 ba • 510 sqft lot","1; 1; 510","","","","","","","16"
"http://www.zillow.com/homedetails/203-E-121st-St-APT-805-New-York-NY-10035/2100767097_zpid/","10 photos","","10","","10 photos","10","http://www.zillow.com/homedetails/203-E-121st-St-APT-805-New-York-NY-10035/2100767097_zpid/","203 E 121st St APT 805, New York, NY10035","203 E 121st St APT 805, New York, NY Real Estate","203; 121; 805","Apartment For Rent","$2,095/mo","2095","1 bd • 1 ba • 750 sqft","1; 1; 750","","","","","","","16"
"http://www.zillow.com/b/454-9th-Ave-New-York-NY/40.75442,-73.9955_ll/","4 photos","","4","","4 photos","4","http://www.zillow.com/b/454-9th-Ave-New-York-NY/40.75442,-73.9955_ll/","454 9th Ave","454 9th Ave APT 9A, New York, NY Real Estate","454; 9","Apartments For Rent","","","454 9th Ave, New York, NY","454; 9","3 matching units","3","","","1 Bedrooms $2,595+ 1.0 ba -- sqft; 2 Bedrooms $2,595 1.0 ba -- sqft","2595; 2595","16"
"http://www.zillow.com/b/138.dash.140-E-31st-St-Manhattan-NY/40.74406,-73.98066_ll/","3 photos","","3","","3 photos","3","http://www.zillow.com/b/138.dash.140-E-31st-St-Manhattan-NY/40.74406,-73.98066_ll/","138-140 E 31st St","138-140 E 31st St # 51, Manhattan, NY Real Estate","138; 140; 31","Apartments For Rent","","","138-140 E 31st St, Manhattan, NY","138; 140; 31","4 matching units","4","","","Studios $2,100+ 1.0 ba -- sqft","2100","16"
"http://www.zillow.com/homedetails/245-E-111th-St-APT-2B-New-York-NY-10029/2100767348_zpid/","5 photos","","5","","5 photos","5","http://www.zillow.com/homedetails/245-E-111th-St-APT-2B-New-York-NY-10029/2100767348_zpid/","245 E 111th St APT 2B, New York, NY10029","245 E 111th St APT 2B, New York, NY Real Estate","245; 111; 2","Apartment For Rent","$1,850/mo","1850","1 bd • 1 ba","1; 1","","","","","","","16"
"http://www.zillow.com/homedetails/118-E-102nd-St-APT-1C-New-York-NY-10029/2100767401_zpid/","8 photos","","8","","8 photos","8","http://www.zillow.com/homedetails/118-E-102nd-St-APT-1C-New-York-NY-10029/2100767401_zpid/","118 E 102nd St APT 1C, New York, NY10029","118 E 102nd St APT 1C, New York, NY Real Estate","118; 102; 1","Apartment For Rent","$2,650/mo","2650","2 bds • 1.5 ba","2; 1.5","","","","","","","17"
"http://www.zillow.com/homedetails/518-E-82nd-St-APT-4R-New-York-NY-10028/2100767403_zpid/","5 photos","","5","","5 photos","5","http://www.zillow.com/homedetails/518-E-82nd-St-APT-4R-New-York-NY-10028/2100767403_zpid/","518 E 82nd St APT 4R, New York, NY10028","518 E 82nd St APT 4R, New York, NY Real Estate","518; 82; 4","Apartment For Rent","$2,250/mo","2250","1 bd • 1 ba","1; 1","","","","","","","17"
"http://www.zillow.com/homedetails/225-E-25th-St-APT-2A-New-York-NY-10010/2100767408_zpid/","4 photos","","4","","4 photos","4","http://www.zillow.com/homedetails/225-E-25th-St-APT-2A-New-York-NY-10010/2100767408_zpid/","225 E 25th St APT 2A, New York, NY10010","225 E 25th St APT 2A, New York, NY Real Estate","225; 25; 2","Apartment For Rent","$2,299/mo","2299","1 bd • 1 ba","1; 1","","","","","","","17"
"http://www.zillow.com/homedetails/160-Riverside-Blvd-75693-New-York-NY-10069/2103398613_zpid/","18 photos","","18","","18 photos","18","http://www.zillow.com/homedetails/160-Riverside-Blvd-75693-New-York-NY-10069/2103398613_zpid/","160 Riverside Blvd, New York, NY","Trump Place - 160 Riverside Blvd, Residence F, floors3-17 Real Estate","160","Apartment For Rent","$2,620+/mo","2620","Studio • 1 ba • 421 sqft","1; 421","","","","","","","17"
"http://www.zillow.com/b/254-E-33rd-St-New-York-NY/40.74407,-73.97677_ll/","5 photos","","5","","5 photos","5","http://www.zillow.com/b/254-E-33rd-St-New-York-NY/40.74407,-73.97677_ll/","254 E 33rd St","254 E 33rd St # 3R, New York, NY Real Estate","254; 33","Apartments For Rent","","","254 E 33rd St, New York, NY","254; 33","2 matching units","2","","","Studios $2,150+ 1.0 ba -- sqft","2150","17"
"http://www.zillow.com/homedetails/605-W-137th-St-APT-1-New-York-NY-10031/2116709484_zpid/","9 photos","","9","","9 photos","9","http://www.zillow.com/homedetails/605-W-137th-St-APT-1-New-York-NY-10031/2116709484_zpid/","605 W 137th St APT 1, New York, NY10031","605 W 137th St APT 1, New York, NY Real Estate","605; 137; 1","Apartment For Rent","$2,400/mo","2400","2 bds • 1 ba • 685 sqft • Built 1906","2; 1; 685; 1906","","","","","","","17"
"http://www.zillow.com/homedetails/252-1st-Ave-ST1BR-New-York-NY-10009/2103149372_zpid/","1 photo","","1","","1 photo","1","http://www.zillow.com/homedetails/252-1st-Ave-ST1BR-New-York-NY-10009/2103149372_zpid/","252 1st Ave # ST1BR, New York, NY10009","252 1st Ave # ST1BR, New York, NY Real Estate","252; 1","Apartment For Rent","$2,947/mo","2947","1 bd • 1 ba • Built 1947","1; 1; 1947","","","","","","","17"
"http://www.zillow.com/b/610-W-164th-St-New-York-NY/40.83859,-73.94268_ll/","7 photos","","7","","7 photos","7","http://www.zillow.com/b/610-W-164th-St-New-York-NY/40.83859,-73.94268_ll/","610 W 164th St","610 W 164th St APT 45, New York, NY Real Estate","610; 164","Apartments For Rent","","","610 W 164th St, New York, NY","610; 164","4 matching units","4","","","1 Bedrooms $1,705 1.0 ba -- sqft; 3 Bedrooms $2,895+ 1.0 ba -- sqft","1705; 2895","17"
"http://www.zillow.com/homedetails/482-Fort-Washington-Ave-APT-2B-New-York-NY-10033/2100769240_zpid/","","","","","","","http://www.zillow.com/homedetails/482-Fort-Washington-Ave-APT-2B-New-York-NY-10033/2100769240_zpid/","482 Fort Washington Ave APT 2B, New York, NY10033","482 Fort Washington Ave APT 2B, New York, NY Real Estate","482; 2","Apartment For Rent","$1,825/mo","1825","1 bd • 1 ba","1; 1","","","","","","","17"
"http://www.zillow.com/homedetails/124-E-117th-St-APT-4L-New-York-NY-10035/2100769243_zpid/","6 photos","","6","","6 photos","6","http://www.zillow.com/homedetails/124-E-117th-St-APT-4L-New-York-NY-10035/2100769243_zpid/","124 E 117th St APT 4L, New York, NY10035","124 E 117th St APT 4L, New York, NY Real Estate","124; 117; 4","Apartment For Rent","$2,200/mo","2200","2 bds • 1 ba","2; 1","","","","","","","17"
"http://www.zillow.com/b/345-E-64th-St-New-York-NY/40.76332,-73.96095_ll/","7 photos","","7","","7 photos","7","http://www.zillow.com/b/345-E-64th-St-New-York-NY/40.76332,-73.96095_ll/","345 E 64th St","345 E 64th St APT 10A, New York, NY Real Estate","345; 64","Apartments For Rent","","","345 E 64th St, New York, NY","345; 64","2 matching units","2","","","Studios $2,500+ 1.0 ba -- sqft","2500","17"
"http://www.zillow.com/homedetails/235-E-111th-St-APT-1C-New-York-NY-10029/2100769241_zpid/","6 photos","","6","","6 photos","6","http://www.zillow.com/homedetails/235-E-111th-St-APT-1C-New-York-NY-10029/2100769241_zpid/","235 E 111th St APT 1C, New York, NY10029","235 E 111th St APT 1C, New York, NY Real Estate","235; 111; 1","Apartment For Rent","$1,500/mo","1500","Studio • 1 ba","1","","","","","","","17"
"http://www.zillow.com/homedetails/167-E-107th-St-APT-5-New-York-NY-10029/2100769290_zpid/","5 photos","","5","","5 photos","5","http://www.zillow.com/homedetails/167-E-107th-St-APT-5-New-York-NY-10029/2100769290_zpid/","167 E 107th St APT 5, New York, NY10029","167 E 107th St APT 5, New York, NY Real Estate","167; 107; 5","Apartment For Rent","$1,695/mo","1695","Studio • 1 ba","1","","","","","","","17"
"http://www.zillow.com/b/350-W-55th-St-New-York-NY/40.766,-73.98598_ll/","9 photos","","9","","9 photos","9","http://www.zillow.com/b/350-W-55th-St-New-York-NY/40.766,-73.98598_ll/","350 W 55th St","350 W 55th St APT 8H, New York, NY Real Estate","350; 55","Apartments For Rent","","","350 W 55th St, New York, NY","350; 55","3 matching units","3","","","Studios $2,250 1.0 ba 325 sqft; 1 Bedrooms $2,825+ 1.0 ba -- sqft","2250; 2825","17"
"http://www.zillow.com/homedetails/77-W-15th-St-403-New-York-NY-10011/2100769285_zpid/","2 photos","","2","","2 photos","2","http://www.zillow.com/homedetails/77-W-15th-St-403-New-York-NY-10011/2100769285_zpid/","77 W 15th St # 403, New York, NY10011","77 W 15th St # 403, New York, NY Real Estate","77; 15; 403","Apartment For Rent","$2,950/mo","2950","Studio • 1 ba","1","","","","","","","17"
"http://www.zillow.com/homedetails/1274-5th-Ave-APT-209-New-York-NY-10029/2105221013_zpid/","7 photos","","7","","7 photos","7","http://www.zillow.com/homedetails/1274-5th-Ave-APT-209-New-York-NY-10029/2105221013_zpid/","1274 5th Ave APT 209, New York, NY10029","1274 5th Ave APT 209, New York, NY Real Estate","1274; 5; 209","Apartment For Rent","$2,595/mo","2595","1 bd • 1 ba","1; 1","","","","","","","17"
"http://www.zillow.com/homedetails/430-E-77th-St-APT-2A-New-York-NY-10075/81861055_zpid/","7 photos","","7","","7 photos","7","http://www.zillow.com/homedetails/430-E-77th-St-APT-2A-New-York-NY-10075/81861055_zpid/","430 E 77th St APT 2A, New York, NY10075","430 E 77th St APT 2A, New York, NY Real Estate","430; 77; 2","Apartment For Rent","$2,800/mo","2800","1 bd • 1 ba • 650 sqft","1; 1; 650","","","","","","","17"
"http://www.zillow.com/b/520-W-174th-St-New-York-NY/40.84369,-73.93504_ll/","24 photos","","24","","24 photos","24","http://www.zillow.com/b/520-W-174th-St-New-York-NY/40.84369,-73.93504_ll/","520 W 174th St","520 W 174th St APT 5C, New York, NY Real Estate","520; 174","Apartments For Rent","","","520 W 174th St, New York, NY","520; 174","2 matching units","2","","","1 Bedrooms $1,600+ 1.0 ba -- sqft","1600","17"
"http://www.zillow.com/homedetails/124-Lexington-Ave-APT-3W-New-York-NY-10016/2115746467_zpid/","","","","","","","http://www.zillow.com/homedetails/124-Lexington-Ave-APT-3W-New-York-NY-10016/2115746467_zpid/","124 Lexington Ave APT 3W, New York, NY10016","124 Lexington Ave APT 3W, New York, NY Real Estate","124; 3","Apartment For Rent","$2,450/mo","2450","1 bd • 1 ba","1; 1","","","","","","","17"
"http://www.zillow.com/homedetails/169-Morningside-Ave-APT-5A-New-York-NY-10027/2105851816_zpid/","5 photos","","5","","5 photos","5","http://www.zillow.com/homedetails/169-Morningside-Ave-APT-5A-New-York-NY-10027/2105851816_zpid/","169 Morningside Ave APT 5A, New York, NY10027","169 Morningside Ave APT 5A, New York, NY Real Estate","169; 5","Apartment For Rent","$1,900/mo","1900","1 bd • 1 ba","1; 1","","","","","","","17"
"http://www.zillow.com/b/420-East-66th-Street-New-York-NY/40.76336,-73.95789_ll/","8 photos","","8","","8 photos","8","http://www.zillow.com/b/420-East-66th-Street-New-York-NY/40.76336,-73.95789_ll/","420 East 66th Street","420 E 66th St APT 4F, New York, NY Real Estate","420; 66","Apartments For Rent","","","420 E 66th St, New York, NY","420; 66","5 matching units","5","","","1 Bedrooms $2,650+ 1.0 ba -- sqft","2650","17"
"http://www.zillow.com/homedetails/326-E-84th-St-APT-2A-New-York-NY-10028/2126170308_zpid/","4 photos","","4","","4 photos","4","http://www.zillow.com/homedetails/326-E-84th-St-APT-2A-New-York-NY-10028/2126170308_zpid/","326 E 84th St APT 2A, New York, NY10028","326 E 84th St APT 2A, New York, NY Real Estate","326; 84; 2","Apartment For Rent","$1,900/mo","1900","Studio • 1 ba","1","","","","","","","17"
"http://www.zillow.com/b/446-W-55th-St-New-York-NY/40.76724,-73.98873_ll/","1 photo","","1","","1 photo","1","http://www.zillow.com/b/446-W-55th-St-New-York-NY/40.76724,-73.98873_ll/","446 W 55th St","446 W 55th St # 1511A, New York, NY Real Estate","446; 55","Apartments For Rent","","","446 W 55th St, New York, NY","446; 55","2 matching units","2","","","1 Bedrooms $2,200+ 1.0 ba -- sqft","2200","17"
"http://www.zillow.com/b/337-W-138th-St-New-York-NY/40.81931,-73.94663_ll/","4 photos","","4","","4 photos","4","http://www.zillow.com/b/337-W-138th-St-New-York-NY/40.81931,-73.94663_ll/","337 W 138th St","337 W 138th St APT 2D, New York, NY Real Estate","337; 138","Apartments For Rent","","","337 W 138th St, New York, NY","337; 138","2 matching units","2","","","1 Bedrooms $1,800+ 1.0 ba -- sqft","1800","17"
"http://www.zillow.com/homedetails/318-E-93rd-St-APT-3A-New-York-NY-10128/2127093468_zpid/","5 photos","","5","","5 photos","5","http://www.zillow.com/homedetails/318-E-93rd-St-APT-3A-New-York-NY-10128/2127093468_zpid/","318 E 93rd St APT 3A, New York, NY10128","318 E 93rd St APT 3A, New York, NY Real Estate","318; 93; 3","Apartment For Rent","$2,950/mo","2950","2 bds • 1 ba","2; 1","","","","","","","17"
"http://www.zillow.com/homedetails/558-W-193rd-St-APT-5D-New-York-NY-10040/2100769308_zpid/","7 photos","","7","","7 photos","7","http://www.zillow.com/homedetails/558-W-193rd-St-APT-5D-New-York-NY-10040/2100769308_zpid/","558 W 193rd St APT 5D, New York, NY10040","558 W 193rd St APT 5D, New York, NY Real Estate","558; 193; 5","Apartment For Rent","$1,550/mo","1550","1 bd • 1 ba","1; 1","","","","","","","18"
"http://www.zillow.com/homedetails/423-E-117th-St-APT-5F-New-York-NY-10035/2100769296_zpid/","4 photos","","4","","4 photos","4","http://www.zillow.com/homedetails/423-E-117th-St-APT-5F-New-York-NY-10035/2100769296_zpid/","423 E 117th St APT 5F, New York, NY10035","423 E 117th St APT 5F, New York, NY Real Estate","423; 117; 5","Apartment For Rent","$2,000/mo","2000","1 bd • 1 ba • 400 sqft","1; 1; 400","","","","","","","18"
"http://www.zillow.com/b/65-E-80th-St-Manhattan-NY/40.77677,-73.96049_ll/","","","","","","","http://www.zillow.com/b/65-E-80th-St-Manhattan-NY/40.77677,-73.96049_ll/","65 E 80th St","65 E 80th St # 3B, Manhattan, NY Real Estate","65; 80","Apartments For Rent","","","65 E 80th St, Manhattan, NY","65; 80","2 matching units","2","","","Studios $2,800+ 1.0 ba -- sqft","2800","18"
"http://www.zillow.com/homedetails/210-E-47th-St-APT-9E-New-York-NY-10017/31529850_zpid/","4 photos","","4","","4 photos","4","http://www.zillow.com/homedetails/210-E-47th-St-APT-9E-New-York-NY-10017/31529850_zpid/","210 E 47th St APT 9E, New York, NY10017","210 E 47th St APT 9E, New York, NY Real Estate","210; 47; 9","Apartment For Rent","$3,000/mo","3000","1 bd • 1 ba • 400 sqft • Built 1957","1; 1; 400; 1957","","","","","","","18"
"http://www.zillow.com/homedetails/328-E-66th-St-APT-6-New-York-NY-10065/2112231932_zpid/","4 photos","","4","","4 photos","4","http://www.zillow.com/homedetails/328-E-66th-St-APT-6-New-York-NY-10065/2112231932_zpid/","328 E 66th St APT 6, New York, NY10065","328 E 66th St APT 6, New York, NY Real Estate","328; 66; 6","Apartment For Rent","$2,595/mo","2595","1 bd • 1 ba","1; 1","","","","","","","18"
"http://www.zillow.com/homedetails/530-W-147th-St-APT-44-New-York-NY-10031/2100769321_zpid/","9 photos","","9","","9 photos","9","http://www.zillow.com/homedetails/530-W-147th-St-APT-44-New-York-NY-10031/2100769321_zpid/","530 W 147th St APT 44, New York, NY10031","530 W 147th St APT 44, New York, NY Real Estate","530; 147; 44","Apartment For Rent","$2,700/mo","2700","3 bds • 1 ba","3; 1","","","","","","","18"
"http://www.zillow.com/b/239-W-15th-St-New-York-NY/40.74014,-74.00069_ll/","5 photos","","5","","5 photos","5","http://www.zillow.com/b/239-W-15th-St-New-York-NY/40.74014,-74.00069_ll/","239 W 15th St","239 W 15th St APT 3FE, New York, NY Real Estate","239; 15","Apartments For Rent","","","239 W 15th St, New York, NY","239; 15","2 matching units","2","","","1 Bedrooms $2,425+ 1.0 ba -- sqft","2425","18"
"http://www.zillow.com/b/110-Bennett-Ave-New-York-NY/40.85378,-73.93529_ll/","4 photos","","4","","4 photos","4","http://www.zillow.com/b/110-Bennett-Ave-New-York-NY/40.85378,-73.93529_ll/","110 Bennett Ave","110 Bennett Ave APT 2D, New York, NY Real Estate","110","Apartments For Rent","","","110 Bennett Ave, New York, NY","110","2 matching units","2","","","1 Bedrooms $2,050 1.0 ba -- sqft; 2 Bedrooms $2,495 1.0 ba -- sqft","2050; 2495","18"
"http://www.zillow.com/homedetails/308-E-85th-St-Z3C-New-York-NY-10028/2100769320_zpid/","6 photos","","6","","6 photos","6","http://www.zillow.com/homedetails/308-E-85th-St-Z3C-New-York-NY-10028/2100769320_zpid/","308 E 85th St # Z3C, New York, NY10028","308 E 85th St # Z3C, New York, NY Real Estate","308; 85","Apartment For Rent","$2,600/mo","2600","1 bd • 1 ba","1; 1","","","","","","","18"
